cast_popularity,major,actor_2_name,us,vote_average,actor_1_name,revenue,budget_binned,vote_count_binned,director_name,vote_average_binned,revenue_binned,macro_genre,vote_count,budget,actor_3_name,genres,title,original_language,cast_popularity_binned
34.59634700000001,1,Jack Black,1,6.6,Naomi Watts,550000000,high,great,Peter Jackson,ok,high,action,2337,207000000,Adrien Brody,Adventure|Drama|Action,King Kong,en,"(-0.176, 58.674]"
54.78696999999993,1,Leonardo DiCaprio,1,7.5,Kate Winslet,1845034188,high,great,James Cameron,great,high,drama,7562,200000000,Frances Fisher,Drama|Romance|Thriller,Titanic,en,"(-0.176, 58.674]"
124.55983100000005,1,Robert Downey Jr.,1,7.1,Chris Evans,1153304495,high,great,Anthony Russo,great,high,action,7241,250000000,Scarlett Johansson,Adventure|Action|Science Fiction,Captain America: Civil War,en,"(117.348, 176.023]"
37.521087000000016,1,Alexander Skarsgård,1,5.5,Taylor Kitsch,303025485,high,great,Peter Berg,ok,high,action,2114,209000000,Rihanna,Thriller|Action|Adventure|Science Fiction,Battleship,en,"(-0.176, 58.674]"
44.499182000000005,0,Bryce Dallas Howard,1,6.5,Chris Pratt,1513528810,high,great,Colin Trevorrow,ok,high,action,8662,150000000,Irrfan Khan,Action|Adventure|Science Fiction|Thriller,Jurassic World,en,"(-0.176, 58.674]"
28.778394999999996,1,Judi Dench,1,6.9,Daniel Craig,1108561013,high,great,Sam Mendes,ok,high,action,7604,200000000,Javier Bardem,Action|Adventure|Thriller,Skyfall,en,"(-0.176, 58.674]"
73.71770000000005,1,Kirsten Dunst,1,6.7,Tobey Maguire,783766341,high,great,Sam Raimi,ok,high,action,4321,200000000,James Franco,Action|Adventure|Fantasy,Spider-Man 2,en,"(58.674, 117.348]"
82.09784299999997,0,Gwyneth Paltrow,1,6.8,Robert Downey Jr.,1215439994,high,great,Shane Black,ok,high,action,8806,200000000,Don Cheadle,Action|Adventure|Science Fiction,Iron Man 3,en,"(58.674, 117.348]"
55.94157600000001,1,Johnny Depp,1,6.4,Mia Wasikowska,1025491110,high,great,Tim Burton,ok,high,action,4645,200000000,Anne Hathaway,Family|Fantasy|Adventure,Alice in Wonderland,en,"(-0.176, 58.674]"
77.791987,0,Halle Berry,1,6.3,Hugh Jackman,459359555,high,great,Brett Ratner,ok,high,action,3525,210000000,Ian McKellen,Adventure|Action|Science Fiction|Thriller,X-Men: The Last Stand,en,"(58.674, 117.348]"
43.16476200000001,1,John Goodman,1,7.0,Billy Crystal,743559607,high,great,Dan Scanlon,ok,high,light,3528,200000000,Steve Buscemi,Animation|Family,Monsters University,en,"(-0.176, 58.674]"
68.15732399999999,1,Megan Fox,1,6.0,Shia LaBeouf,836297228,high,great,Michael Bay,ok,high,action,3138,150000000,Josh Duhamel,Science Fiction|Action|Adventure,Transformers: Revenge of the Fallen,en,"(58.674, 117.348]"
53.23650100000002,1,Stanley Tucci,1,5.8,Mark Wahlberg,1091405097,high,great,Michael Bay,ok,high,action,3095,210000000,Kelsey Grammer,Science Fiction|Action|Adventure,Transformers: Age of Extinction,en,"(-0.176, 58.674]"
47.130536999999954,1,Mila Kunis,1,5.7,James Franco,491868548,high,great,Sam Raimi,ok,high,action,3530,200000000,Rachel Weisz,Fantasy|Adventure|Family,Oz: The Great and Powerful,en,"(-0.176, 58.674]"
61.87451200000002,1,Emma Stone,1,6.5,Andrew Garfield,705717432,high,great,Marc Webb,ok,high,action,4179,200000000,Jamie Foxx,Action|Adventure|Fantasy,The Amazing Spider-Man 2,en,"(58.674, 117.348]"
25.272282999999998,1,Jeff Bridges,1,6.3,Garrett Hedlund,400062763,high,great,Joseph Kosinski,ok,high,action,2841,170000000,Olivia Wilde,Adventure|Action|Science Fiction,TRON: Legacy,en,"(-0.176, 58.674]"
64.09411199999998,1,Larry the Cable Guy,1,5.8,Owen Wilson,559852396,high,great,John Lasseter,ok,high,light,2033,200000000,Michael Caine,Animation|Family|Adventure|Comedy,Cars 2,en,"(58.674, 117.348]"
58.17386499999999,1,Blake Lively,1,5.1,Ryan Reynolds,219851172,high,great,Martin Campbell,ok,high,action,2487,200000000,Peter Sarsgaard,Adventure|Action|Thriller|Science Fiction,Green Lantern,en,"(-0.176, 58.674]"
59.93715200000001,1,Tim Allen,1,7.6,Tom Hanks,1066969703,high,great,Lee Unkrich,great,high,light,4597,200000000,Ned Beatty,Animation|Family|Comedy,Toy Story 3,en,"(58.674, 117.348]"
43.716747000000005,1,Sam Worthington,1,5.9,Christian Bale,371353001,high,great,McG,ok,high,action,2463,200000000,Anton Yelchin,Action|Science Fiction|Thriller,Terminator Salvation,en,"(-0.176, 58.674]"
110.071234,1,Paul Walker,1,7.3,Vin Diesel,1506249360,high,great,James Wan,great,high,action,4176,190000000,Dwayne Johnson,Action,Furious 7,en,"(58.674, 117.348]"
34.187401,1,Mireille Enos,1,6.7,Brad Pitt,531865000,high,great,Marc Forster,ok,high,dark,5560,200000000,Abigail Hargrove,Action|Drama|Horror|Science Fiction|Thriller,World War Z,en,"(-0.176, 58.674]"
111.04132000000003,0,James McAvoy,1,7.5,Hugh Jackman,747862775,high,great,Bryan Singer,great,high,action,6032,250000000,Michael Fassbender,Action|Adventure|Fantasy|Science Fiction,X-Men: Days of Future Past,en,"(58.674, 117.348]"
107.824106,1,Zachary Quinto,1,7.4,Chris Pine,467365246,high,great,J.J. Abrams,great,high,action,4418,190000000,Zoe Saldana,Action|Adventure|Science Fiction,Star Trek Into Darkness,en,"(58.674, 117.348]"
31.569954,1,Eleanor Tomlinson,1,5.5,Nicholas Hoult,197687603,high,great,Bryan Singer,ok,avg,action,2598,195000000,Ewan McGregor,Action|Family|Fantasy,Jack the Giant Slayer,en,"(-0.176, 58.674]"
32.346275000000006,1,Tobey Maguire,1,7.3,Leonardo DiCaprio,351040419,high,great,Baz Luhrmann,great,high,drama,3769,105000000,Carey Mulligan,Drama|Romance,The Great Gatsby,en,"(-0.176, 58.674]"
26.692644,1,Gemma Arterton,1,6.2,Jake Gyllenhaal,335154643,high,great,Mike Newell,ok,high,action,2317,150000000,Ben Kingsley,Adventure|Fantasy|Action|Romance,Prince of Persia: The Sands of Time,en,"(-0.176, 58.674]"
